Wall time,Step,Value
1515644469.7286181,25,0.49355998635292053
1515644551.8445969,50,0.5234000086784363
1515644633.9009187,75,0.5728399753570557
1515644716.7148275,100,0.5935999751091003
1515644799.3125684,125,0.6104000210762024
1515644928.0062308,150,0.6211199760437012
1515645010.505018,175,0.6332799792289734
1515645093.5644493,200,0.6460000276565552
1515645176.406316,225,0.657480001449585
1515645258.4483597,250,0.6690800189971924
1515645387.6944919,275,0.6833999752998352
1515645471.460814,300,0.6945199966430664
1515645554.142612,325,0.6995199918746948
1515645636.596867,350,0.709559977054596
1515645719.47906,375,0.7160400152206421
1515645846.7997537,400,0.6832399964332581
1515645930.6769202,425,0.656440019607544
1515646014.0468187,450,0.7269600033760071
1515646096.5295835,475,0.7257199883460999
1515646178.6300192,500,0.7329999804496765
1515646306.1805403,525,0.7379599809646606
1515646388.1949363,550,0.7361999750137329
1515646471.6019495,575,0.7423999905586243
1515646555.8690987,600,0.7444000244140625
1515646638.459518,625,0.7458800077438354
1515646765.3989718,650,0.7479599714279175
1515646847.737915,675,0.7492799758911133
1515646929.6606693,700,0.7491999864578247
1515647012.8590822,725,0.7544800043106079
1515647097.48076,750,0.7573599815368652
1515647224.623565,775,0.7585200071334839
1515647306.868002,800,0.7611600160598755
1515647389.6884804,825,0.7625200152397156
1515647471.6573765,850,0.7641599774360657
1515647554.677838,875,0.7663599848747253
1515647682.5938044,900,0.7686799764633179
1515647765.4703128,925,0.7556399703025818
1515647847.4464107,950,0.7662400007247925
1515647930.075824,975,0.7706800103187561
1515648013.0395195,1000,0.7717599868774414
1515648142.668262,1025,0.7750399708747864
1515648224.992014,1050,0.7756800055503845
1515648307.1116755,1075,0.7781599760055542
1515648388.8384206,1100,0.7775200009346008
1515648471.3594606,1125,0.7782400250434875
1515648599.7603548,1150,0.7793599963188171
1515648684.113378,1175,0.7818400263786316
1515648767.144793,1200,0.7833600044250488
1515648849.376506,1225,0.7855600118637085
1515648931.8967059,1250,0.7860400080680847
