Wall time,Step,Value
1515695179.137332,25,0.5053600072860718
1515695266.5367026,50,0.5592399835586548
1515695354.4391468,75,0.6088399887084961
1515695441.8014612,100,0.6630799770355225
1515695529.086854,125,0.7203999757766724
1515695660.4313576,150,0.7505999803543091
1515695748.1770709,175,0.7662799954414368
1515695835.3594615,200,0.7695199847221375
1515695922.7818542,225,0.7820000052452087
1515696010.5988333,250,0.7885599732398987
1515696141.9281008,275,0.7916399836540222
1515696229.1595938,300,0.7909200191497803
1515696317.1174703,325,0.8050000071525574
1515696404.3562753,350,0.804639995098114
1515696491.081515,375,0.8051199913024902
1515696622.0838299,400,0.8119199872016907
1515696709.8944232,425,0.8151599764823914
1515696797.4970796,450,0.8206800222396851
1515696884.858559,475,0.8220400214195251
1515696972.2510812,500,0.8268799781799316
1515697102.6721108,525,0.8259199857711792
1515697190.2519016,550,0.8268399834632874
1515697277.90344,575,0.8303200006484985
1515697365.6966102,600,0.8343999981880188
1515697453.368043,625,0.8324000239372253
1515697584.2858322,650,0.8337600231170654
1515697671.7190905,675,0.8369600176811218
1515697759.0334358,700,0.8384000062942505
1515697846.6963043,725,0.8395199775695801
1515697934.0601983,750,0.8403599858283997
1515698065.5941348,775,0.8446000218391418
1515698153.0214162,800,0.8436800241470337
1515698240.4632223,825,0.8370000123977661
1515698327.851923,850,0.8426799774169922
1515698415.5735621,875,0.8465999960899353
1515698546.7882915,900,0.8474000096321106
1515698634.1031003,925,0.8461199998855591
1515698721.690989,950,0.8467199802398682
1515698808.9196439,975,0.843999981880188
1515698896.2558765,1000,0.8476399779319763
1515699026.77751,1025,0.849399983882904
1515699114.381559,1050,0.8489599823951721
1515699201.7690125,1075,0.8469600081443787
1515699289.4921942,1100,0.8528000116348267
1515699376.9805005,1125,0.8529599905014038
1515699508.1047704,1150,0.8510000109672546
1515699596.0209723,1175,0.8525599837303162
1515699683.1237097,1200,0.8546800017356873
1515699771.0849404,1225,0.8547599911689758
1515699858.671407,1250,0.8527600169181824
