Wall time,Step,Value
1515699973.8087673,25,0.5466799736022949
1515700046.003347,50,0.5519999861717224
1515700118.206319,75,0.5921599864959717
1515700190.6195576,100,0.6038399934768677
1515700262.9884431,125,0.614799976348877
1515700377.6252203,150,0.6245999932289124
1515700449.8895316,175,0.6397200226783752
1515700522.0607872,200,0.6521199941635132
1515700594.2868483,225,0.6607599854469299
1515700666.5833023,250,0.6300399899482727
1515700781.5860312,275,0.6670399904251099
1515700854.0425875,300,0.6817600131034851
1515700926.362358,325,0.6885200142860413
1515700998.708447,350,0.6962400078773499
1515701070.9912,375,0.704039990901947
1515701185.1787221,400,0.7077999711036682
1515701258.049815,425,0.7167199850082397
1515701330.5752745,450,0.7255200147628784
1515701402.9963415,475,0.729640007019043
1515701476.3443298,500,0.7347599864006042
1515701591.034574,525,0.7464399933815002
1515701663.7159307,550,0.7487199902534485
1515701736.2609837,575,0.7541999816894531
1515701809.0210893,600,0.7585999965667725
1515701881.96784,625,0.7626000046730042
1515701995.989166,650,0.768280029296875
1515702069.6292746,675,0.7690799832344055
1515702142.455502,700,0.7665200233459473
1515702215.6363363,725,0.772159993648529
1515702287.9028063,750,0.7747200131416321
1515702401.8322377,775,0.7827200293540955
1515702474.6013668,800,0.7820799946784973
1515702547.6758301,825,0.7857599854469299
1515702620.3149652,850,0.7890400290489197
1515702696.9212847,875,0.7905600070953369
1515702817.0968926,900,0.7929199934005737
1515702893.885724,925,0.794439971446991
1515702973.2384145,950,0.7979599833488464
1515703051.6527252,975,0.7990000247955322
1515703129.2940357,1000,0.8026800155639648
1515703254.1972268,1025,0.8033599853515625
1515703329.3717768,1050,0.8047599792480469
1515703406.817777,1075,0.8086000084877014
1515703482.7496061,1100,0.809719979763031
1515703557.4847617,1125,0.8126000165939331
1515703680.405368,1150,0.811240017414093
1515703756.55411,1175,0.8125200271606445
1515703833.5104795,1200,0.8166000247001648
1515703908.4396799,1225,0.8163599967956543
1515703982.0931373,1250,0.8174399733543396
