Wall time,Step,Value
1515725261.7218833,25,0.5142800211906433
1515725575.0910234,50,0.606440007686615
1515725887.4068117,75,0.6310399770736694
1515726199.8824048,100,0.6650400161743164
1515726512.1320298,125,0.6768800020217896
1515726956.305409,150,0.7001199722290039
1515727269.7498567,175,0.7263200283050537
1515727582.7512734,200,0.7153199911117554
1515727895.8957,225,0.7483199834823608
1515728208.2750745,250,0.7552000284194946
1515728651.9421275,275,0.7709599733352661
1515728965.9039378,300,0.7839599847793579
1515729278.8878171,325,0.7965199947357178
1515729591.824563,350,0.8045200109481812
1515729904.3399136,375,0.8060399889945984
1515730348.500417,400,0.8241999745368958
1515730662.0483782,425,0.8207200169563293
1515730974.277987,450,0.828760027885437
1515731286.287732,475,0.849839985370636
1515731599.0679204,500,0.8571199774742126
1515732043.3283336,525,0.8588799834251404
1515732355.8617244,550,0.8641200065612793
1515732668.525792,575,0.8727999925613403
1515732981.6303873,600,0.8699600100517273
1515733294.6910214,625,0.8719199895858765
1515733738.468322,650,0.8736400008201599
1515734052.943127,675,0.890720009803772
1515734366.2987387,700,0.8857600092887878
1515734679.3750231,725,0.891319990158081
1515734993.4759345,750,0.9017199873924255
1515735438.177471,775,0.8967999815940857
1515735751.2024808,800,0.900879979133606
1515736065.315679,825,0.901199996471405
1515736379.9108822,850,0.9145600199699402
1515736693.085475,875,0.9193199872970581
1515737136.8175342,900,0.9183200001716614
1515737449.7980404,925,0.9142799973487854
1515737762.2831993,950,0.9229999780654907
1515738074.5116637,975,0.9302399754524231
1515738387.312728,1000,0.9400399923324585
1515738832.6489308,1025,0.9399999976158142
1515739145.7957656,1050,0.9464399814605713
1515739458.3913128,1075,0.9523599743843079
1515739771.5835516,1100,0.9574400186538696
1515740086.5682774,1125,0.948639988899231
1515740531.17559,1150,0.9428399801254272
1515740844.7083197,1175,0.9617599844932556
1515741157.1358006,1200,0.9628000259399414
1515741490.5971112,1225,0.9677199721336365
