Wall time,Step,Value
1515640035.3287983,25,0.5108399987220764
1515640117.505423,50,0.5583999752998352
1515640199.232451,75,0.6011999845504761
1515640282.045757,100,0.6475600004196167
1515640364.9496245,125,0.708840012550354
1515640497.284441,150,0.7339199781417847
1515640579.7256894,175,0.7552400231361389
1515640662.1635492,200,0.7658399939537048
1515640744.8233633,225,0.7744799852371216
1515640827.0698981,250,0.7771999835968018
1515640960.6753018,275,0.7838000059127808
1515641043.3016758,300,0.7887600064277649
1515641126.3619447,325,0.7900000214576721
1515641207.0806167,350,0.7916399836540222
1515641284.5472836,375,0.7966399788856506
1515641408.0396643,400,0.8009600043296814
1515641486.176408,425,0.8021199703216553
1515641565.91359,450,0.8048400282859802
1515641644.3102138,475,0.8042399883270264
1515641721.8800654,500,0.8078799843788147
1515641845.1223373,525,0.8087199926376343
1515641922.9112952,550,0.8094000220298767
1515642000.846756,575,0.8111199736595154
1515642078.5616612,600,0.8131200075149536
1515642158.2451224,625,0.8145599961280823
1515642281.7752438,650,0.8146799802780151
1515642359.962531,675,0.817359983921051
1515642437.2916462,700,0.8142399787902832
1515642515.1863034,725,0.8177599906921387
1515642592.665763,750,0.8190000057220459
1515642717.723101,775,0.8180000185966492
1515642795.233915,800,0.819920003414154
1515642873.0269315,825,0.8189600110054016
1515642951.5138545,850,0.8193600177764893
1515643028.6551344,875,0.8220000267028809
1515643151.4790561,900,0.8229600191116333
1515643231.788246,925,0.8220000267028809
1515643309.6457784,950,0.8235599994659424
1515643387.6606042,975,0.8214799761772156
1515643465.4983532,1000,0.8224800229072571
1515643588.1537654,1025,0.8249599933624268
1515643666.0482666,1050,0.8231599926948547
1515643745.7800343,1075,0.8243200182914734
1515643825.030337,1100,0.8240000009536743
1515643902.9099343,1125,0.8244799971580505
1515644026.9001365,1150,0.8262400031089783
1515644104.92485,1175,0.8260800242424011
1515644182.7208421,1200,0.8279200196266174
1515644260.7540548,1225,0.8285199999809265
1515644340.8990161,1250,0.8256000280380249
