Wall time,Step,Value
1515704126.3243809,25,0.5099599957466125
1515704221.0455742,50,0.5591199994087219
1515704317.0246437,75,0.6075999736785889
1515704416.6401348,100,0.6884400248527527
1515704512.001845,125,0.7444400191307068
1515704654.3781302,150,0.7770799994468689
1515704735.9127061,175,0.8044800162315369
1515704818.635652,200,0.8209199905395508
1515704902.3977087,225,0.8389599919319153
1515704987.631043,250,0.8443199992179871
1515705121.7182813,275,0.8597599864006042
1515705208.0836484,300,0.858680009841919
1515705294.5715058,325,0.867680013179779
1515705378.0020201,350,0.8772000074386597
1515705460.0883675,375,0.8825600147247314
1515705591.7194932,400,0.8879600167274475
1515705675.3794615,425,0.8899199962615967
1515705756.3108535,450,0.8934000134468079
1515705839.19358,475,0.8898400068283081
1515705927.9765193,500,0.9020799994468689
1515706061.0414104,525,0.9047999978065491
1515706142.1144812,550,0.912880003452301
1515706222.785044,575,0.9152399897575378
1515706304.0347626,600,0.914080023765564
1515706390.0031562,625,0.918720006942749
1515706529.6415963,650,0.9148399829864502
1515706617.4613416,675,0.9285600185394287
1515706701.6265948,700,0.9311599731445312
1515706788.3137004,725,0.9301199913024902
1515706875.305672,750,0.9364799857139587
1515707010.3032155,775,0.9296799898147583
1515707099.3662138,800,0.9345999956130981
1515707182.4261897,825,0.9416800141334534
1515707265.5902717,850,0.9437199831008911
1515707349.3778896,875,0.9485999941825867
1515707481.600671,900,0.9486799836158752
1515707565.1051104,925,0.9506000280380249
1515707647.6156518,950,0.9534000158309937
1515707729.708896,975,0.9509599804878235
1515707813.417411,1000,0.9557600021362305
1515707946.95626,1025,0.9544399976730347
1515708031.72332,1050,0.9538400173187256
1515708114.452244,1075,0.9521600008010864
1515708196.9756026,1100,0.9563599824905396
1515708280.5966234,1125,0.9629600048065186
1515708414.2594976,1150,0.9672799706459045
1515708497.5585687,1175,0.9640799760818481
1515708580.8243203,1200,0.9635599851608276
1515708664.361316,1225,0.9659199714660645
1515708746.1782465,1250,0.9654399752616882
