Wall time,Step,Value
1515674034.4737198,25,0.5147200226783752
1515674343.1046288,50,0.540880024433136
1515674652.7127256,75,0.5604000091552734
1515674960.6309626,100,0.6060799956321716
1515675268.6157832,125,0.611240029335022
1515675705.8853002,150,0.6439200043678284
1515676015.5691643,175,0.670520007610321
1515676326.5933871,200,0.7005199790000916
1515676636.3619347,225,0.7212399840354919
1515676945.6392248,250,0.7499200105667114
1515677382.7473607,275,0.7638800144195557
1515677693.4881315,300,0.7857599854469299
1515678003.886725,325,0.7955999970436096
1515678314.5293336,350,0.8041599988937378
1515678626.0128052,375,0.8128799796104431
1515679066.3388832,400,0.8185999989509583
1515679378.1133857,425,0.8324400186538696
1515679689.4079945,450,0.8389999866485596
1515680001.3510442,475,0.8501999974250793
1515680313.037344,500,0.8556399941444397
1515680752.5938458,525,0.8679999709129333
1515681065.3682613,550,0.8668000102043152
1515681379.5673575,575,0.8724799752235413
1515681690.7276957,600,0.8858000040054321
1515682002.7778199,625,0.8858799934387207
1515682444.5580695,650,0.8921599984169006
1515682757.7372184,675,0.9053999781608582
1515683069.5730448,700,0.9149199724197388
1515683381.2189932,725,0.9232000112533569
1515683693.0875103,750,0.9323599934577942
1515684133.449713,775,0.9276800155639648
1515684445.1739118,800,0.9434000253677368
1515684756.7391331,825,0.9542400240898132
1515685070.0286007,850,0.9524000287055969
1515685382.1829317,875,0.9565600156784058
1515685821.905655,900,0.9710000157356262
1515686134.953438,925,0.9802799820899963
1515686446.3469002,950,0.9819999933242798
1515686757.9898038,975,0.9780399799346924
1515687070.4437737,1000,0.986840009689331
1515687510.3171456,1025,0.9908000230789185
1515687828.1684256,1050,0.9938399791717529
1515688168.2475183,1075,0.9960799813270569
1515688502.07818,1100,0.9972800016403198
1515688834.506855,1125,0.9983199834823608
1515689285.591909,1150,0.9954800009727478
1515689604.2164772,1175,0.9944400191307068
1515689936.586208,1200,0.9793199896812439
1515690267.7313209,1225,0.9869999885559082
1515690595.4848957,1250,0.9941999912261963
