Wall time,Step,Value
1515715531.7733645,25,0.49612000584602356
1515715706.6392438,50,0.5212000012397766
1515715881.1624942,75,0.586359977722168
1515716056.924306,100,0.5947999954223633
1515716231.4441724,125,0.6450799703598022
1515716483.8141475,150,0.7111600041389465
1515716658.299434,175,0.7457600235939026
1515716833.9015703,200,0.7641199827194214
1515717009.40752,225,0.7793999910354614
1515717185.176913,250,0.7920799851417542
1515717437.6720815,275,0.8055999875068665
1515717613.7270842,300,0.8194400072097778
1515717790.3006108,325,0.8336799740791321
1515717966.058401,350,0.8460800051689148
1515718141.5668216,375,0.8619199991226196
1515718393.790117,400,0.8662400245666504
1515718568.615726,425,0.8794400095939636
1515718743.04109,450,0.8821200132369995
1515718918.4959915,475,0.8970400094985962
1515719093.397647,500,0.9047999978065491
1515719345.9711256,525,0.9180799722671509
1515719521.7291906,550,0.925279974937439
1515719696.5792935,575,0.9347599744796753
1515719871.0541482,600,0.9437599778175354
1515720045.9294388,625,0.9433599710464478
1515720297.172945,650,0.9530799984931946
1515720472.0404558,675,0.9652000069618225
1515720647.7734635,700,0.9694799780845642
1515720822.966146,725,0.9733999967575073
1515720998.3158107,750,0.9786800146102905
1515721250.520032,775,0.9803599715232849
1515721426.723298,800,0.9735199809074402
1515721602.9040427,825,0.9718000292778015
1515721778.0348845,850,0.9757199883460999
1515721953.5042298,875,0.9786400198936462
1515722206.091045,900,0.98471999168396
1515722381.967929,925,0.9845200181007385
1515722558.2935574,950,0.9895600080490112
1515722733.67438,975,0.9938799738883972
1515722909.706045,1000,0.993120014667511
1515723162.3231559,1025,0.9922800064086914
1515723337.2879953,1050,0.9961199760437012
1515723512.420093,1075,0.9966800212860107
1515723687.3021295,1100,0.9940400123596191
1515723862.2499526,1125,0.9980400204658508
1515724114.7096195,1150,0.997439980506897
1515724290.159216,1175,0.9972000122070312
1515724465.427038,1200,0.996720016002655
1515724641.647655,1225,0.9979199767112732
1515724816.3676322,1250,0.996720016002655
