Wall time,Step,Value
1515664430.45579,25,0.5413200259208679
1515664603.436191,50,0.6237999796867371
1515664777.0715315,75,0.6494799852371216
1515664950.867208,100,0.6873999834060669
1515665124.0579321,125,0.7024400234222412
1515665373.0863395,150,0.6967200040817261
1515665545.76154,175,0.7104799747467041
1515665719.3553734,200,0.7301999926567078
1515665891.7051876,225,0.7473599910736084
1515666065.6968071,250,0.7592399716377258
1515666313.5694044,275,0.7702800035476685
1515666486.5367541,300,0.7690399885177612
1515666659.9515612,325,0.7708399891853333
1515666832.6310663,350,0.7957199811935425
1515667005.7080395,375,0.7968000173568726
1515667254.2004035,400,0.8062000274658203
1515667427.7816958,425,0.8180800080299377
1515667600.9243581,450,0.8215600252151489
1515667774.7581663,475,0.827239990234375
1515667947.6929014,500,0.838919997215271
1515668196.5186725,525,0.8394399881362915
1515668369.6451082,550,0.846560001373291
1515668542.8487294,575,0.8524399995803833
1515668714.9490883,600,0.8532400131225586
1515668887.1405797,625,0.8560799956321716
1515669134.4250228,650,0.8577600121498108
1515669306.4630456,675,0.8622400164604187
1515669479.2203224,700,0.8641200065612793
1515669652.4958525,725,0.8704800009727478
1515669825.6632,750,0.868120014667511
1515670081.409558,775,0.8640400171279907
1515670254.718638,800,0.8705999851226807
1515670426.8406897,825,0.8791599869728088
1515670599.6905909,850,0.8712000250816345
1515670773.4306984,875,0.8726000189781189
1515671022.064922,900,0.8840799927711487
1515671194.5608556,925,0.8819599747657776
1515671368.387794,950,0.8759599924087524
1515671541.2311094,975,0.8849200010299683
1515671714.2654335,1000,0.8849599957466125
1515671961.946022,1025,0.8819199800491333
1515672135.343163,1050,0.8941199779510498
1515672308.93189,1075,0.8978400230407715
1515672481.8823304,1100,0.8920800089836121
1515672654.8057606,1125,0.8976799845695496
1515672903.473661,1150,0.9003599882125854
1515673076.7099159,1175,0.8995199799537659
1515673250.2970238,1200,0.9028800129890442
1515673423.461544,1225,0.905239999294281
1515673595.8299067,1250,0.9070799946784973
